0, 0
180, 0
360.034, 21.4451
360.035, 21.4451
361.097, 21.4451
362.114, 21.4451
363.1, 21.4451
364.096, 21.4451
365.059, 21.4451
366.534, 21.4451
369.043, 21.4451
371.192, 21.4451
372.256, 21.4451
373.136, 21.4451
375.14, 21.4451
376.034, 0
377.034, 0
402.583, 21.4451
402.604, 21.4451
403.711, 21.4451
404.793, 21.4451
405.669, 21.4451
406.658, 21.4451
407.585, 21.4451
408.601, 21.4451
410.083, 21.4451
410.63, 21.4451
411.613, 21.4451
412.614, 21.4451
413.777, 21.4451
414.799, 21.4451
415.621, 21.4451
416.707, 21.4451
417.766, 21.4451
418.692, 21.4451
419.63, 21.4451
420.707, 21.4451
421.634, 21.4451
422.602, 21.4451
423.614, 21.4451
424.619, 21.4451
425.632, 21.4451
426.598, 21.4451
427.586, 21.4451
428.597, 21.4451
429.84, 21.4451
430.704, 21.4451
431.699, 21.4451
432.589, 21.4451
433.588, 21.4451
434.652, 21.4451
435.8, 21.4451
436.679, 21.4451
437.618, 21.4451
438.653, 21.4451
440.083, 21.4451
440.588, 21.4451
441.786, 21.4451
443.005, 21.4451
443.761, 21.4451
444.605, 21.4451
445.777, 21.4451
446.855, 21.4451
447.7, 21.4451
448.594, 21.4451
449.731, 21.4451
451.083, 21.4451
451.719, 21.4451
452.836, 21.4451
453.667, 21.4451
454.676, 21.4451
455.726, 21.4451
456.595, 21.4451
457.778, 21.4451
458.625, 21.4451
459.605, 21.4451
460.608, 21.4451
461.643, 21.4451
463.083, 21.4451
463.735, 21.4451
464.594, 21.4451
466.083, 21.4451
466.612, 21.4451
467.721, 21.4451
468.59, 21.4451
469.662, 21.4451
470.67, 21.4451
471.676, 21.4451
472.678, 21.4451
473.662, 21.4451
474.601, 21.4451
475.585, 21.4451
476.618, 21.4451
477.618, 21.4451
478.701, 21.4451
479.614, 21.4451
480.593, 21.4451
481.649, 21.4451
482.841, 21.4451
483.676, 21.4451
484.632, 21.4451
485.586, 21.4451
486.678, 21.4451
487.608, 21.4451
488.651, 21.4451
490.584, 21.4451
491.709, 21.4451
492.662, 21.4451
495.837, 21.4451
496.583, 0
497.583, 0
503.33, 21.4451
503.355, 21.4451
504.83, 21.4451
505.463, 21.4451
506.403, 21.4451
507.385, 21.4451
508.83, 21.4451
509.459, 21.4451
510.476, 21.4451
511.708, 21.4451
512.374, 21.4451
513.366, 21.4451
514.622, 21.4451
515.574, 21.4451
516.453, 21.4451
517.344, 21.4451
518.434, 21.4451
519.356, 21.4451
520.517, 21.4451
521.83, 21.4451
522.716, 21.4451
523.349, 21.4451
524.484, 21.4451
525.403, 21.4451
527.374, 21.4451
528.453, 21.4451
530.357, 21.4451
531.83, 21.4451
532.398, 21.4451
533.468, 21.4451
535.33, 0
536.33, 0
540, 0
557.099, 0
720.108, 46.0858
720.174, 46.0858
721.327, 46.0858
722.135, 46.0858
723.263, 46.0858
724.145, 46.0858
725.205, 46.0858
726.279, 46.0858
727.227, 46.0858
728.121, 46.0858
729.178, 46.0858
730.119, 46.0858
731.136, 46.0858
732.405, 46.0858
733.167, 46.0858
734.181, 46.0858
735.26, 46.0858
736.144, 46.0858
737.182, 46.0858
738.117, 46.0858
739.251, 46.0858
740.125, 46.0858
741.283, 46.0858
742.155, 46.0858
743.608, 46.0858
744.234, 46.0858
745.152, 46.0858
746.206, 46.0858
747.188, 46.0858
748.177, 46.0858
749.134, 46.0858
750.17, 46.0858
751.207, 46.0858
752.22, 46.0858
753.119, 46.0858
754.194, 46.0858
755.146, 46.0858
756.128, 46.0858
757.137, 46.0858
758.154, 46.0858
759.24, 46.0858
760.186, 46.0858
761.199, 46.0858
762.192, 46.0858
763.608, 46.0858
764.178, 46.0858
765.123, 46.0858
766.227, 46.0858
767.115, 46.0858
768.247, 46.0858
769.189, 46.0858
770.156, 46.0858
771.112, 46.0858
772.179, 46.0858
773.199, 46.0858
774.16, 46.0858
775.141, 46.0858
776.426, 46.0858
777.128, 46.0858
778.116, 46.0858
779.456, 46.0858
780.278, 46.0858
781.13, 46.0858
782.128, 46.0858
783.122, 46.0858
784.13, 46.0858
785.168, 46.0858
786.608, 46.0858
787.159, 46.0858
788.113, 46.0858
789.119, 46.0858
790.214, 46.0858
791.129, 46.0858
792.141, 46.0858
793.126, 46.0858
794.153, 46.0858
795.132, 46.0858
